sentence,sentiment,sentiment_encoded
"in addition , kone signed a two-year maintenance contract for the escalators .",positive,2
"the size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,1
the new location is n't the only change wellmont has in store for its air transport service .,neutral,1
other potential clients include public administration organizations investing in utility networks and services .,neutral,1
"the steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",neutral,1
the ea reng group posted sales of approximately 84 million kroons for 2007 .,neutral,1
barclays share price subdued as bank faces fresh forex probe,negative,0
the markets expect heineken to sell hartwall as a whole or in parts .,neutral,1
"in addition to the tulikivi corporation , he is also currently a member of the board of the following companies : altia corporation , j+ã±rvi-suomen portti osuuskunta , osuuskunta kpy , profile vehicles oy and voimatel oy .",neutral,1
"the total investment in the vantaa plant extension will amount to around 10 million euro , and okmetic 's share of the investments will be worth around 2.7 million .",neutral,1
"last year , upm cut production , closed mills in finland and slashed 700 jobs .",negative,0
"currently , the plant operates on full capacity .",neutral,1
"the report profiles 614 companies including many key and niche players worldwide such as black & decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k+s group , ryobi technologies , inc. , the scotts miracle-gro company , and van group , inc. .",neutral,1
walter investment management corp receives a sell from compass point $wac http://stks.co/c1ivx,negative,0
"the move will be carried out by transferring hkscan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to hkscan finland .",neutral,1
`` it wo n't happen overnight .,neutral,1
chief executive officer olli-pekka kallasvuo 's changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple 's iphone and rim 's blackberry .,negative,0
deutsche bank cuts $sbux,negative,0
irish housebuilder cairn homes plans london listing,positive,2
"the rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 componenta corporation shares including also the proportion to be paid in cash .",neutral,1
"cramo 's manager jarmo laasanen said hiring of equipment and machinery in lithuania differs from the other baltic countries in that in lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral,1
operating profit for the quarter april-june 2006 amounted to eur42 .9 m on net sales of eur156 .3 m.,neutral,1
"$slv pos, been saying it for 2 years. going lower. forget about it or go short.",negative,0
"paper company m-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the co2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,1
the company expects to open its first online shop in the us in the summer in 2011 .,neutral,1
the moscow metro ( www.mosmetro.ru ) was the first metro system in europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral,1
"`` small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,0
net sales revenue per passenger is expected to increase .,positive,2
return on capital employed roce was a negative 2.3 % compared to 11.3 % in 2007 .,neutral,1
"indigo and somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of may 2007 .",neutral,1
`` i warmly welcome michael frei to outotec .,positive,2
itv share price: group mulls takeover of canada's entertainment one,positive,2
"operating profit for the six-month period decreased from eur111 .9 m , while sales increased from eur1 ,275 m , as compared to the corresponding period in 2006 .",neutral,1
"the most significant capital expenditure items were in the global enterprise resource planning erp project , product development and production machines .",neutral,1
kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan. 21 and the saltonstall state office building on jan. 23 .,neutral,1
3rd red day in a row ? $tsla,negative,0
"operating profit totalled eur 0.4 mn , up from an operating loss of eur 0.8 mn year-on-year .",positive,2
"according to finnish financial services group sampo 's ceo , bj+ã‚rn wahlroos , danish danske bank 's acquisition of sampo bank for eur 4bn was the largest cash deal in finland 's economic history .",neutral,1
"f-secure , a developer of security solutions as a service through internet service providers and mobile operators , announced results from its annual online wellbeing survey .",neutral,1
"in december alone , the members of the lithuanian brewers ' association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in december 2004 .",positive,2
"coca-cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",neutral,1
"barclays plc ( lse : barc ) ( nyse : bcs ) , credit agricole sa ( epa : aca ) ( cagr .",neutral,1
finnish componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral,1
the veneer and plywood industry in sweden is quite small despite the raw material resources .,neutral,1
"finnish metal products company componenta oyj ( hel : cth1v ) said today its net loss narrowed to eur 500,000 ( usd 680,000 ) in the last quarter of 2010 from eur 5.3 million for the same period a year earlier .",positive,2
"viking will pay eur 130 million for the new ship , which will be completed in january 2008 .",neutral,1
rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,neutral,1
"according to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative,0
"according to arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",negative,0
their names have not yet been released .,neutral,1
"also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive,2
kesko has previously published a stock exchange release concerning the deal on 7 february 2007 .,neutral,1
update 3-ex-barclays director accused by us of illegal tips to plumber,negative,0
l&g completes uk's largest medically underwritten bulk pension risk deal,positive,2
"lassila & tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was eur11 .3 m , down from eur13 .8 m a year ago .",neutral,1
"honkarakenne mainly exports large luxury log houses to russia to be used as one-family houses or holiday homes ; 70 % of sales go to the moscow region , about 20 % to the st petersburg region , and the remainder to other locations .",neutral,1
the value of the deal was not disclosed .,neutral,1
"hkscan , headquartered in turku , finland , is a leading northern european food group with 10,000 employees in nine countries .",neutral,1
$tsla i see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,negative,0
"`` they would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said sunrise valley director andrius bagdonas .",positive,2
"favourable currency rates also contributed to higher net sales , '' ceo kari kauniskangas said .",positive,2
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information .,neutral,1
union and company officials did not return calls yesterday .,neutral,1
"( adp news ) - finnish handling systems provider cargotec oyj ( hel : cgcbv ) announced on friday it won orders worth eur 10 million ( usd 13.2 m ) to deliver linkspans to jordan , morocco and ireland .",positive,2
"german commerzbank ag 's hamburg branch and us jp morgan ( nyse : jpm ) participated as arrangers , and dutch ing ( ams : inga ) as co-arranger .",neutral,1
global life science industry is strictly regulated by international and national authorities .,neutral,1
"tieto offers aktia a good foundation and the required support services for implementing the update project , ' says juha volotinen , responsible for aktia 's web services .",positive,2
the company will build altogether 130 new substations by the end of this year .,neutral,1
"tiimari , the finnish retailer , reported to have geenrated quarterly revenues totalling eur 1.3 mn in the 4th quarter 2009 , up from eur 0.3 mn loss in 2008 .",positive,2
his resignation will take effect immediately .,neutral,1
her work at netapp included strategically repositioning the brand in the category and a major global relaunch .,neutral,1
no financial detail were available .,neutral,1
"following the divestment , fiskars 's outdoor unit will comprise the brands gerber , silva and buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",neutral,1
cf2 pty ltd became a substantial holder in renison consolidated mines nl on january 25 with 150 million shares ( 7.9 pc ) .,neutral,1
"at 1411 cet , arcelormittal had lost 7.26 % to eur 17.38 on euronext paris , coming at the lead of the blue-chip fallers .",negative,0
and ogden reportedly will shell out $ 4.2 million .,neutral,1
$gale breakout coming soon!,positive,2
"a in august 2007 , latvijas finieris ordered all production lines for a new green veneer mill to be built in ukmerge , central lithuania .",neutral,1
"foundries division reports its sales increased by 9.7 % to eur 63.1 mn from eur 57.5 mn in the corresponding period in 2006 , and sales of the machine shop division increased by 16.4 % to eur 41.2 mn from eur 35.4 mn in the corresponding period in 2006 .",positive,2
s&p downgrades barclays and rbs on government bailout fears,negative,0
"finnish high technology provider vaahto group reports net sales of eur 41.8 mn in the accounting period september 2007 - february 2008 , an increase of 11.2 % from a year earlier .",positive,2
$bbry both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive,2
"isolationism? another sell rating, sell ratings on spy, qqq, iwm and several companies https://t.co/6nkwecrba5 $aapl $axp $bac $blue $fxe",negative,0
the expanded company will continue to be called newpage .,neutral,1
the company said that sales in the three months to the end of march slid to eur86 .4 m us$ 113.4 m from eur91 .2 m last year .,neutral,1
finnish energy company fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,1
"the refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,2
$prgn a bottom right here?,neutral,1
operating profit rose to eur 13.5 mn from eur 9.7 mn in the corresponding period in 2006 .,positive,2
$tsla weakest in todays dt watchlist,negative,0
"tesla: voluntary recall of 2,700 model x vehicles, due to back seat issue. $tsla https://t.co/npakc3u6gs",negative,0
the manufacturing will begin in pietarsaari in the beginning of the year 2009 and the delivery will take place in october 2009 .,neutral,1
"finnish electronics contract manufacturer scanfil reports net sales of eur 241.2 mn in 2006 , down from eur 321.6 mn in 2005 .",neutral,1
the customers will have an access to integrated propeller and gear packages from one source .,neutral,1
"the add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with metso drive controls .",neutral,1
"yit lodged counter claims against neste oil totaling some eur25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,0
the reductions will be implemented mainly in the course of the first half of 2009 .,neutral,1
$uvxy put the chum out there at key support then next level down - careful,negative,0
inha works has invested in its product development and market research .,neutral,1
"tesco, asda sales fall as march of the discounters continues: kantar",negative,0
the first quarter was as expected and was in line with analysts ' forecasts .,neutral,1
"omeo ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending april 30 , 2007 .",neutral,1
"at a press conference , lattelecom board chairman nils melngailis explained that blackstone had been chosen for its experience in the it sector as well as its financial strength .",positive,2
the shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,1
mobile data transfer is expected to increase explosively in the lte era .,neutral,1
finnish cutlery and hand tools maker fiskars oyj abp ( hel : fisas ) said today its net profit rose to eur 24.1 million ( usd 33.6 m ) in the third quarter of 2010 from eur 17.9 million a year earlier .,positive,2
$ren bottoming out again.. good time to buy,positive,2
"in addition , the kazakh delegation will visit finland 's sitra investment fund , honkarakenne ltd and nokia headquarters to study teliasonera ltd jsc 's activities .",neutral,1
55 workers in +ã m+ã‘l will be affected by the close-down .,neutral,1
construction is scheduled to start in april-june 2007 and to be completed in early 2008 .,neutral,1
finnish waste management and cleaning group lassila & tikanoja oyj ( l&t ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,neutral,1
operating loss increased to eur 17mn from a loss of eur 10.8 mn in 2005 .,negative,0
"jarmo honkamaa , head of the oil refining business at neste oil , says the situation looks promising from their viewpoint .",positive,2
this is the second successful effort for the financial investor this year .,positive,2
"$rnn day traders flushed out, it should start going up slowly from now on .",positive,2
"` after fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive,2
"`` the transaction strengthens our position ... in design and branded goods , '' said fiskars president and ceo heikki allonen , pointing out that the two groups have relatively few overlapping operations .",positive,2
financial terms were n't disclosed .,neutral,1
finnish media group talentum has issued a profit warning .,neutral,1
rubin says he expects capman to announce 1-2 additional transactions in 2009 .,neutral,1
update 1-astrazeneca sells rare cancer drug to sanofi for up to $300 mln,positive,2
the total investment of the project will be approximately eur 36m .,neutral,1
`` demand for sports equipment was good in 2005 .,positive,2
"according to vauramo , the plant 's lifting equipment is suitable for asian and for some chinese trucks .",neutral,1
how kraft-heinz merger came together in speedy 10 weeks,positive,2
"igor and oleg yankov , who currently manage moron and vitim , will hold onto the 25 % stake for now .",neutral,1
"kauko-telko ltd press release 19.06.2007 at 14.00 1 ( 1 ) telko group ( kauko-telko ) is expanding its strategic partnership with bp industrial lubricants & services ( bp ils ) by acquiring total ownership of bp 's swedish retail company , molub-alloy ab .",positive,2
"narrows to eur2 .8 m 9-mo '09 29 october 2009 - finnish software and hardware developer elektrobit oyj hel : ebg1v , or eb , said today that its net loss narrowed to eur2 .8 m for the first nine months of 2009 from eur35 .6 m for the same period a year ago .",positive,2
"vaisala also said it expects net sales of eur 253.2 million for 2010 , compared with eur 252.2 million recorded in 2009 .",positive,2
"the order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,1
"the company will pay a dividend of eur 0.50 per share , a total of eur 14mn .",neutral,1
"compared with the ftse 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",neutral,1
"`` we have tailored our solutions to meet solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive,2
operating income rose to eur 696.4 mn from eur 600.3 mn in 2009 .,positive,2
"net sales in 2010 were about eur 2.0 billion , of which international operations accounted for roughly a quarter .",neutral,1
"in sales volume , coca-cola 's market share has decreased by 2.2 % to 24.2 % .",negative,0
the desk will reach its full planned strength of ten persons in autumn 2007 .,neutral,1
"one price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral,1
veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral,1
the first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,neutral,1
it includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral,1
"operating profit fell to eur 35.4 mn from eur 68.8 mn in 2007 , including vessel sales gain of eur 12.3 mn .",neutral,1
"the largest restructuring is planned for italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative,0
"at first , solteq 's services to companies operating in the st. petersburg area will include maintenance and material management systems and data collection solutions .",neutral,1
$fb shifting on the 15 minute here - suspect to take highs,positive,2
$wmt bullish with macd crossover with rsi and sto going up - above 73.4$ ma50 res. could run http://stks.co/ggcq,positive,2
operating profit rose to eur2 .4 m from eur1 .6 m year earlier .,positive,2
"ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna , finland .",positive,2
"they can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral,1
meggitt share price tumbles as profit falls in 'challenging year',negative,0
"$imrs - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive,2
"on top of that , the us commerce department published worse-than-expected construction spending figures for november .",neutral,1
"under the agreement , pfizer has been funding biotie 's research activities on the pde10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",neutral,1
"the tests , conducted at nokia siemens ' lte center of competence in espoo , finland , follow the company 's production start of lte-ready flexi multiradio base stations for the 800 mhz band in april 2010 , and complement earlier tests with nokia on the 2100 mhz and 2600 mhz bands .",neutral,1
"says brian burton , head of it security , vodafone uk .",neutral,1
"net cash from operating activities was a negative eur 0.3 mn , compared to eur 30.9 mn in 2009 .",neutral,1
the total need for staff cuts corresponds to about 300 man-years .,neutral,1
"within the framework of the partnership , nokia siemens networks has signed an initial framework purchase agreement with sitronics subsidiary , jsc mikron , which is the largest manufacturer and exporter of microelectronic components in russia .",positive,2
the estimated annual value of the frame agreement is about eur 50mn .,neutral,1
the company expects its net sales in the first half of 2008 to reach the previous year 's level .,positive,2
"in addition to its stake in megafon , telecominvest currently owns 100 % of shares in web plus and st. petersburg payphones , 51 % in telecom equipment producer peter-servis and a number of other minor assets .",neutral,1
"russia 's top container shipping group , fesco , and finnish logistics company nurminen logistics have started a pilot project offering clients direct intermodal transportation service from finland to asia pacific countries , fesco said in a statement .",positive,2
operating profit fell to eur 23.26 mn from eur 32.86 mn .,neutral,1
finnish silicon wafers manufacturer okmetic oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,2
"fiskars r , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the u.s. .",neutral,1
"berkshire discloses unit's ties to iran, opens probe",negative,0
the aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,positive,2
"today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",neutral,1
"in the baltic countries , sales fell by 42.6 % .",negative,0
"for 24-hour news , try icis news www.icis.com click `` trial '' , then icis news",neutral,1
"in finland , 71 % of paper and paperboard is reclaimed .",neutral,1
"a total of 750,330 new citycon shares with a nominal value of eur 1.35 per share were subscribed in december exercising the a-b-c options based on the company 's stock option plan 1999 .",neutral,1
$grpn might be selling off ahead of $p earnings...,negative,0
"the above mentioned shareholders will suggest that a monthly salary of eur 1,400 would be paid for the board members outside the company .",neutral,1
arm profits and sales up as shift away from mobile gains pace,positive,2
"incap contract manufacturing will carry out the manufacturing for these agreements at its factory in tumkur , near bangalore .",neutral,1
cargo volume increased by approximately 5 % .,positive,2
$googl hit with lawsuit from russian search engine $yndx http://stks.co/b1kd8,negative,0
$aapl action into the close indicates that $aapl probably hit a near term high.  momentum slowing after a huge run.,positive,2
"so far the company has awarded more than $ 350,000 worth of tools and materials .",neutral,1
"however , the company saw its net profit for the third quarter down to eur1 .4 m from eur1 .5 m for the corresponding period of 2009 .",negative,0
aviva fined $27 million by u.k. regulator over fee failings,negative,0
"finnish management software solutions provider ixonos oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",negative,0
"the bank also expects additional costs , related to the dash 8 - q400 jets , which the group shelved in october 2007 .",neutral,1
the turbines are expected to be launched by the end of 2012 .,neutral,1
"adpnews - sep 28 , 2009 - finnish silicon wafers maker okmetic oyj hel : okm1v said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",neutral,1
shell offers 50 percent premium to buy bg for $70 billion,positive,2
lean system supports change management and component purchasing extremely well .,positive,2
incap furniture is presently negotiating staff cuts .,negative,0
"to see more of new haven register , or to subscribe to the newspaper .",neutral,1
"production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,0
$nvda sideways,neutral,1
diageo shares surge on report of possible takeover by lemann,positive,2
`` our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral,1
"` nordea 's definitely too big for sampo to acquire , ' said an analyst ` but sampo would appear to have an agenda for nordea ahead of the privatisation .",neutral,1
"ahlstrom , headquartered in helsinki , finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",neutral,1
"the redesigned crushing circuit has been in operation since the start of september and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,1
"the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean , africa and north america `` says uwe bakosch .",positive,2
"key reasons to read this report : - report contains only relevant information , leaving out excessive data .",neutral,1
adobe receives new rating from top analyst $adbe https://t.co/ljnxpevhzn,positive,2
"as part of the agreement , aspocomp will also give meadville a 10 pct slice of a subsidiary operating in oulu , finland .",neutral,1
"the order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for plyfa 's hassela mill , central sweden .",neutral,1
diluted earnings per share ( eps ) stood at eur 0.25 versus eur 0.42 .,negative,0
$vrtx early technical buy signal... for confirmation > 86 it needs some fundam. incentive https://t.co/quysrqfo2x,positive,2
the energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,positive,2
johnson matthey raises prospect of investor payout,positive,2
"the chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer precor to slash prices .",neutral,1
"aldata solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its dollars for dinosaurs program .",neutral,1
also the development of online businesses will continue .,neutral,1
"`` method and system for controlling a hard disk drive using a multimediacard physical interface '' was invented by marko ahvenainen ruutana , finland .",neutral,1
fortum had previously bought the state-held stake in tgk-10 from rao ues during its reform .,neutral,1
"in the first nine months of 2010 , the company 's net loss narrowed to eur415 ,000 from eur7 .4 m for the corresponding period of 2009 .",positive,2
us dollar wipes out sales gains for sabmiller,negative,0
"revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,2
"seppala 's revenue increased by 0.2 % to eur10 .1 m. in finland , revenue went down by 2.4 % to eur6 .8 m , while sales abroad rose by 6.2 % to eur3 .3 m. sales increased in all the baltic countries as well as in russia and ukraine .",positive,2
$wx decent pull back . .,negative,0
"master of mayawas jointly developed by nokia siemens networks and ufa - fremantlemedia , and will be actively advertised by maxis in the end of may 2007 .",neutral,1
$endp was looking for a long entry but today's price action wasn't appealing,neutral,1
covered my small $mww short @ 7.99 for a .16 loss. flat on the day. all cash now.,positive,2
return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,2
"the negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,0
$acom http://stks.co/1g6x downside breakout looks to be coming soon.,negative,0
finnish handling systems company cargotec oyj ( hel : cgcbv ) said today that it won a eur 13 million ( usd 16.6 m ) contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping .,positive,2
"78 users on vetr are bearish on tesla motors, inc., indicating a sell rating (2 stars) for $tsla https://t.co/vvpzqcxsnj",negative,0
"the cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral,1
"capman , the stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral,1
the compnay also said that it would lower the price of development projects by about one third compared with last november .,neutral,1
"the nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive,2
finnish communication electronics components supplier scanfil oyj tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,neutral,1
high winds also toppled three semi-trailers on i-15 north of barstow .,neutral,1
ruukki signed the contract with norwegian company veidekke entreprenor as .,positive,2
"konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",neutral,1
$googl is setting up above its 50-day moving average. https://t.co/ttm9rnfoxj,positive,2
"the deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral,1
operating cash flow after investments totalled eur 61.3 mn compared to eur 75.3 mn in the corresponding period in 2007 .,negative,0
"the ebrd is using its own funds to provide a 21.6 mln a loan while the b portion of 10 mln euros has been syndicated to two finnish commercial banks , nordea bank finland plc 7.7 mln euros and pohjola bank plc 2.3 mln euros .",neutral,1
`` the issues identified by stonesoft affect a range of content inspection technology .,neutral,1
pharmaceuticals group orion corp reported a fall in its third-quarter earnings that were hit by larger expenditures on r&d and marketing .,negative,0
5-star analyst @brianwieser from pivotal research upgraded rating on $googl to buy. brian has a 79% success rate https://t.co/t0dn02eoh5,positive,2
hobby hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,negative,0
"last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",neutral,1
"operating loss totalled eur 3.2 mn , compared to a profit of eur 7.2 mn in the third quarter of 2008 .",neutral,1
subscription sales decreased slightly .,neutral,1
"( adp news ) - feb 6 , 2009 - finnish fishing tackle company rapala vmc corp ( hel : rap1v ) said today its net profit rose to eur 19.2 million ( usd 24.6 m ) for 2008 from eur 17.5 million for 2007 .",positive,2
finnish sports equipment company amer sports said it has decided to lay off 370 workers from its salomon division in france .,neutral,1
the original contract was signed last summer .,neutral,1
"in the first quarter of 2008 , sacanfil 's net sales totalled eur 50.0 mn and its operating profit eur 4.7 mn .",neutral,1
$spy c'mon bulls buy dips!,positive,2
"s group 's loyal customer magazine yhteishyv+ã± came second with 1,629,000 readers and sanoma corporation 's daily newspaper helsingin sanomat was third with 1,097,000 readers .",neutral,1
"kesko agro eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,2
"according to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral,1
$fb & $tsla cracking lower early. $short #correction #stocks,negative,0
"operating profit was eur 24.5 mn , up from eur 23.0 mn .",positive,2
the total capital of funds managed by the bank decreased by 28 % to eur 284mn by the end of september 2008 .,neutral,1
"commission income decreased to eur 3.8 mn , compared to eur 4.6 mn in the third quarter of 2007 .",neutral,1
finnish software developer done solutions oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,2
"niina nenonen , marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,1
homeowners across north america have green experiences to share from cost savings to clean and eco-friendly heating .,neutral,1
pharmaceutical market in italy global research & data services published recently a market analysis about the pharmaceutical markets in italy .,neutral,1
"`` this transaction supports huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says huhtam+ã±ki oyj 's ceo jukka moisio .",neutral,1
"britain's ftse steadies, supported by dixons carphone",positive,2
"adp news - nov 13 , 2008 - finnish printed circuit board pcb maker aspocomp group oyj omx : acg1v said today that its net loss narrowed to eur 2 million usd 2.5 m in the first nine months of 2008 from eur 57",positive,2
finnish media group talentum has issued a profit warning .,negative,0
"the train is expected to cross the russian territory in 9 days , reaching the vostochny port .",neutral,1
"ftse 100 drops 2.5 pct on glencore, metals price fears",negative,0
the acquisition is part of ramirent 's strategy to strengthen its position in selected locations .,positive,2
hk ruokatalo 's target is to know the consumers .,neutral,1
$sbux getting sold here.,negative,0
strategic and operational business information is objectively reported .,neutral,1
with this acquisition panostaja oyj further expands its business area specialising in digital printing .,positive,2
"via the move , the company aims annual savings of some eur3m , the main part of which are expected to be realized this year .",positive,2
net sales in 2006 totaled eur 302 million and the operating margin was 16 % .,neutral,1
"however , the growth margin slowed down due to the financial crisis .",neutral,1
"it started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral,1
"`` this is a significant milestone for benefon , helping us to secure critical usp 's for our personal navigation product roadmap for 2007 and beyond , '' commented simon button , chief technology officer at benefon .",positive,2
kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan. 21 and the saltonstall state office building on jan. 23 .,negative,0
the concept enables a commercially affordable way to manufacture high-quality tco coated glass for the solar industry .,positive,2
performance in the second half of 2009 exceeded expectations .,positive,2
$es_f. nice little cup-and-handle shaping up on the 15-minute. end-of-day $spy $spx favours a good day for the index. will we see a gap open,positive,2
"the 10,000-odd square metre plot that stockmann has bought for the nevsky center shopping center is located on nevsky prospect , st petersburg 's high street , next to the vosstaniya square underground station , in the immediate vicinity of moscow station .",neutral,1
amazon has been selling surveillance cameras infected with malware $amzn #amazon  https://t.co/tohleq8fk6 https://t.co/5pr4cbtvvy,negative,0
net sales dropped by 6 % year-on-year to eur 11.9 million .,negative,0
down to eur5 .9 m h1 '09 3 august 2009 - finnish media group ilkka-yhtyma oyj ( hel : ilk2s ) said today its net profit fell 45 % on the year to eur5 .9 m in the first half of 2009 .,neutral,1
"the scheme for teliasonera and altimo is practically identical , except that it involves the merger of their stakes in vimpelcom and kyivstar .",neutral,1
"finnish textiles and clothing group marimekko oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,0
"a january 11 , 2010 ephc board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive,2
$iwm relative weakness is pretty apparent but the short boat is getting full on this one. i prefer the boat closer to empty.,negative,0
"`` the second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said magnus rosen , ramirent ceo .",positive,2
"in the third quarter of 2010 , net sales increased by 5.2 % to eur 205.5 mn , and operating profit by 34.9 % to eur 23.5 mn .",positive,2
the second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral,1
"according to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,1
l&t also acquired a 50 pct stake in local sector company salvor oy at the beginning of september 2007 .,neutral,1
bot $amzn 600 weekly calls here @ 5.93,positive,2
